account_id,customer_id,account_type,account_number,ifsc_routing_code,currency,current_balance,available_balance,credit_limit,interest_rate_pct,account_status,opened_date,last_transaction_date,overdraft_allowed,joint_account,bank_name,branch_code
ACC0001955,CUST007404,FIXED_DEPOSIT,2067866690,BANK6041,USD,0.0,0.0,,2.33,CLOSED,2015-06-03,2015-10-27,True,True,Axis Bank,BR596
ACC0001956,CUST004247,SAVINGS,7486789355,BANK8874,USD,19234.53,19049.97,,3.52,DORMANT,2014-03-25,2016-02-23,False,False,Axis Bank,BR334
ACC0001957,CUST001511,SAVINGS,8340838529,BANK6209,USD,16795.73,15219.45,,2.73,FROZEN,2014-02-10,2018-08-22,False,True,Bank of America,BR288
ACC0001958,CUST007519,INVESTMENT,3927350276,BANK6479,USD,4924.54,4542.55,,,ACTIVE,2009-12-28,2011-07-11,True,False,Bank of America,BR175
ACC0001959,CUST000279,CHECKING,2647241350,BANK3260,EUR,43727.98,37598.59,,,ACTIVE,2022-12-12,2023-12-20,False,False,Citibank,BR670
ACC0001960,CUST008829,SAVINGS,4437148100,BANK1926,USD,0.0,0.0,,0.71,ACTIVE,2022-02-01,2026-03-25,False,False,Bank of America,BR663
ACC0001961,CUST001727,FIXED_DEPOSIT,4036159950,BANK8688,USD,20631.72,18663.36,,3.49,FROZEN,2018-12-13,2026-03-16,False,False,Citibank,BR769
ACC0001962,CUST008315,FIXED_DEPOSIT,2796285419,BANK3159,USD,21695.39,19475.19,,3.99,ACTIVE,2009-05-03,2024-06-08,True,False,Chase,BR758
ACC0001963,CUST008578,CHECKING,2773404052,BANK8648,EUR,15208.14,14099.15,,,ACTIVE,2022-01-08,2025-02-26,True,False,Bank of America,BR949
ACC0001964,CUST007706,FIXED_DEPOSIT,5852027013,BANK3408,USD,23973.48,20867.08,,1.07,ACTIVE,2024-12-25,2024-12-25,False,True,Wells Fargo,BR424
ACC0001965,CUST003346,FIXED_DEPOSIT,6343641975,BANK9874,USD,0.0,0.0,,4.23,ACTIVE,2023-09-23,2025-06-27,False,False,ICICI Bank,BR622
ACC0001966,CUST002560,CHECKING,6206411982,BANK8423,EUR,9034.03,8594.32,,,ACTIVE,2021-06-22,2023-06-30,False,False,Citibank,BR186
ACC0001967,CUST001851,SAVINGS,2820849865,BANK3863,INR,44848.37,41429.53,,0.67,ACTIVE,2021-02-23,2022-12-20,False,False,Chase,BR472
ACC0001968,CUST006500,CHECKING,5538948828,BANK9982,USD,0.0,0.0,,,ACTIVE,2015-10-03,2023-09-23,False,False,Wells Fargo,BR674
ACC0001969,CUST001082,INVESTMENT,6687535461,BANK9381,USD,0.0,0.0,,,FROZEN,2024-03-17,2026-04-05,True,False,Chase,BR802
ACC0001970,CUST002349,CHECKING,8604739038,BANK9418,USD,30085.56,28484.89,,,ACTIVE,2016-08-05,2026-01-24,True,True,Wells Fargo,BR301
ACC0001971,CUST003080,FIXED_DEPOSIT,1202124551,BANK5913,USD,14628.63,13310.34,,3.36,ACTIVE,2023-02-07,2024-07-02,True,False,Axis Bank,BR182
ACC0001972,CUST007282,FIXED_DEPOSIT,4666739347,BANK1852,USD,30715.34,26504.54,,2.27,FROZEN,2016-08-18,2023-03-24,False,False,Chase,BR350
ACC0001973,CUST008967,CHECKING,6009773032,BANK3969,INR,35386.92,32739.37,,,ACTIVE,2025-07-30,2026-02-12,False,False,HDFC Bank,BR597
ACC0001974,CUST001658,INVESTMENT,7516589462,BANK9923,GBP,24312.12,23235.13,,,CLOSED,2023-11-26,2026-01-26,True,False,Chase,BR416
ACC0001975,CUST008822,CREDIT,5765596204,BANK5426,EUR,29329.18,28535.35,58159.01,,ACTIVE,2023-09-20,2025-03-24,True,True,ICICI Bank,BR413
ACC0001976,CUST000161,CREDIT,2421610280,BANK8013,USD,21526.1,21436.3,74175.31,,ACTIVE,2021-08-25,2025-12-13,True,False,Bank of America,BR177
ACC0001977,CUST000488,CHECKING,5444315925,BANK8720,INR,4174.21,4137.28,,,ACTIVE,2022-01-28,2023-02-04,False,False,HDFC Bank,BR105
ACC0001978,CUST008119,CREDIT,7428355349,BANK8325,INR,9188.96,8462.45,17384.04,,CLOSED,2025-08-10,2025-10-19,False,True,Citibank,BR436
ACC0001979,CUST003362,SAVINGS,2516034122,BANK9682,GBP,5341.2,4579.44,,3.27,FROZEN,2020-09-19,2025-11-22,False,True,Bank of America,BR221
ACC0001980,CUST007020,FIXED_DEPOSIT,3862962312,BANK6553,GBP,0.0,0.0,,4.02,DORMANT,2025-04-15,2025-07-17,False,False,Bank of America,BR437
ACC0001981,CUST003746,CREDIT,5978282074,BANK2629,EUR,33769.81,32518.65,84957.5,,DORMANT,2022-09-18,2026-03-19,False,False,Bank of America,BR561
ACC0001982,CUST000828,CHECKING,9587323189,BANK3170,USD,1497.71,1475.9,,,ACTIVE,2015-09-16,2019-06-12,True,False,Chase,BR813
ACC0001983,CUST006531,CHECKING,5083402948,BANK7688,INR,0.0,0.0,,,ACTIVE,2021-11-05,2023-03-17,True,False,Wells Fargo,BR717
ACC0001984,CUST000254,INVESTMENT,6196607712,BANK1235,INR,2708.65,2383.36,,,ACTIVE,2021-03-27,2025-07-06,True,False,ICICI Bank,BR951
ACC0001985,CUST007245,CHECKING,3726295724,BANK6172,USD,29846.32,27557.68,,,DORMANT,2024-04-09,2026-01-08,False,False,Bank of America,BR831
ACC0001986,CUST008673,SAVINGS,4295057388,BANK5362,USD,5607.56,5255.33,,2.31,CLOSED,2014-02-16,2025-01-01,True,False,Axis Bank,BR728
ACC0001987,CUST007357,INVESTMENT,7187139001,BANK5313,USD,17146.02,15109.66,,,CLOSED,2022-01-18,2022-10-07,False,False,Wells Fargo,BR264
ACC0001988,CUST007041,SAVINGS,9133076674,BANK5215,USD,10298.65,10227.34,,1.49,DORMANT,2016-09-28,2024-01-27,False,False,HDFC Bank,BR377
ACC0001989,CUST005301,SAVINGS,2720850335,BANK8120,USD,44874.71,38855.12,,4.06,ACTIVE,2025-09-19,2026-04-19,False,True,Citibank,BR679
ACC0001990,CUST001224,CREDIT,8954415528,BANK3403,EUR,22295.19,21782.58,71204.59,,DORMANT,2022-01-30,2023-01-24,True,False,ICICI Bank,BR690
ACC0001991,CUST006869,FIXED_DEPOSIT,8843363814,BANK8386,USD,13299.41,12288.12,,1.01,ACTIVE,2020-11-15,2026-01-25,False,False,Chase,BR199
ACC0001992,CUST004131,CREDIT,1356829090,BANK3214,GBP,23770.94,21205.77,61883.32,,FROZEN,2020-11-11,2020-12-31,False,False,Wells Fargo,BR476
ACC0001993,CUST000257,FIXED_DEPOSIT,6898506973,BANK9316,USD,8446.43,8343.42,,0.91,ACTIVE,2016-11-18,2017-08-01,False,False,Axis Bank,BR992
ACC0001994,CUST007407,INVESTMENT,2672864511,BANK7552,INR,0.0,0.0,,,ACTIVE,2024-10-12,2025-10-20,False,False,Bank of America,BR795
ACC0001995,CUST001435,CHECKING,2628688419,BANK5477,USD,31532.9,31075.59,,,ACTIVE,2016-05-17,2019-07-18,True,False,Bank of America,BR585
ACC0001996,CUST007880,SAVINGS,7603859573,BANK3247,USD,0.0,0.0,,1.16,ACTIVE,2024-10-21,2025-01-08,False,False,Wells Fargo,BR752
ACC0001997,CUST009021,SAVINGS,4491091536,BANK3104,INR,30429.67,26318.59,,2.73,FROZEN,2024-02-20,2024-03-29,True,False,ICICI Bank,BR846
ACC0001998,CUST004249,SAVINGS,5141947778,BANK1688,USD,923.54,907.62,,3.14,ACTIVE,2025-11-23,2026-03-10,False,False,Axis Bank,BR690
ACC0001999,CUST000164,INVESTMENT,9274238655,BANK7294,USD,10003.42,9749.27,,,CLOSED,2020-12-25,2020-12-28,False,False,HDFC Bank,BR140
ACC0002000,CUST006688,INVESTMENT,8748080078,BANK8638,INR,4761.43,4297.11,,,ACTIVE,2018-06-19,2023-02-05,True,False,Wells Fargo,BR702
ACC0002001,CUST006247,INVESTMENT,3512561052,BANK9516,USD,0.0,0.0,,,ACTIVE,2025-05-30,2025-11-04,False,False,Chase,BR128
ACC0002002,CUST007183,INVESTMENT,1989644472,BANK1949,GBP,15889.09,14506.7,,,ACTIVE,2020-08-06,2025-06-08,False,False,Axis Bank,BR265
ACC0002003,CUST000082,CHECKING,5813067481,BANK1453,GBP,0.0,0.0,,,FROZEN,2024-09-25,2025-01-16,False,False,Bank of America,BR901
ACC0002004,CUST004980,CHECKING,3341100613,BANK7122,USD,104.95,99.96,,,ACTIVE,2025-02-17,2026-01-24,False,False,Chase,BR875
ACC0002005,CUST009894,SAVINGS,9143526028,BANK8782,USD,27776.92,27474.21,,0.7,DORMANT,2024-11-08,2025-06-06,True,False,Axis Bank,BR473
ACC0002006,CUST001498,CHECKING,2260467491,BANK6984,EUR,8250.57,7298.15,,,CLOSED,2014-11-17,2017-11-24,True,True,ICICI Bank,BR812
ACC0002007,CUST008223,SAVINGS,7558052288,BANK2268,USD,0.0,0.0,,4.04,ACTIVE,2024-05-21,2024-06-06,True,False,ICICI Bank,BR309
ACC0002008,CUST002327,CREDIT,6320491783,BANK2125,INR,12210.27,11318.24,46696.95,,FROZEN,2022-05-30,2025-08-15,True,False,Axis Bank,BR845
ACC0002009,CUST004002,FIXED_DEPOSIT,6994816461,BANK9768,EUR,35051.02,33338.32,,0.7,FROZEN,2015-12-12,2022-05-26,False,False,Wells Fargo,BR653
ACC0002010,CUST000352,FIXED_DEPOSIT,2758602616,BANK9649,USD,0.0,0.0,,3.24,DORMANT,2019-02-16,2024-08-06,True,True,Bank of America,BR620
ACC0002011,CUST000703,CREDIT,5072727823,BANK6407,USD,0.0,0.0,0.0,,ACTIVE,2024-07-07,2025-06-03,True,True,Bank of America,BR504
ACC0002012,CUST006398,INVESTMENT,4903792713,BANK8895,USD,43135.39,37436.12,,,ACTIVE,2025-11-20,2025-12-21,False,False,Chase,BR647
ACC0002013,CUST004582,INVESTMENT,9476075052,BANK3328,GBP,0.0,0.0,,,FROZEN,2017-02-23,2018-04-05,True,False,Wells Fargo,BR584
ACC0002014,CUST002392,CREDIT,5812200405,BANK1815,USD,11237.18,9789.83,22787.81,,DORMANT,2022-07-21,2025-06-29,False,True,Citibank,BR967
ACC0002015,CUST002693,SAVINGS,2796809167,BANK2871,GBP,13402.41,11584.27,,0.7,ACTIVE,2024-06-18,2025-05-20,False,False,ICICI Bank,BR811
ACC0002016,CUST001843,SAVINGS,1330623256,BANK6073,INR,22356.85,19400.3,,2.01,FROZEN,2018-10-10,2026-03-20,True,True,Chase,BR638
ACC0002017,CUST004322,SAVINGS,4715269437,BANK3423,USD,10766.49,10150.89,,2.44,ACTIVE,2014-01-06,2017-08-12,False,True,Chase,BR367
ACC0002018,CUST008221,SAVINGS,8206586911,BANK2764,INR,0.0,0.0,,0.65,ACTIVE,2017-03-09,2024-04-05,False,False,Citibank,BR348
ACC0002019,CUST005938,CHECKING,1613494399,BANK9010,USD,8709.59,8592.85,,,CLOSED,2025-11-03,2026-03-10,False,False,Axis Bank,BR157
ACC0002020,CUST001629,CREDIT,8513230475,BANK7079,USD,7611.49,6492.72,12236.35,,ACTIVE,2022-07-16,2022-08-13,False,False,Axis Bank,BR365
ACC0002021,CUST009736,CHECKING,4143292035,BANK5716,USD,13456.73,11548.4,,,ACTIVE,2024-10-29,2025-06-17,True,False,Wells Fargo,BR994
ACC0002022,CUST000460,INVESTMENT,9695792410,BANK9528,EUR,0.0,0.0,,,ACTIVE,2021-01-16,2023-10-04,False,True,Axis Bank,BR214
ACC0002023,CUST008595,CHECKING,6213426168,BANK4220,INR,11876.78,10675.12,,,ACTIVE,2019-02-07,2019-12-22,True,False,ICICI Bank,BR725
ACC0002024,CUST000230,CHECKING,9479553009,BANK2922,USD,0.0,0.0,,,ACTIVE,2022-10-03,2024-08-18,False,False,Wells Fargo,BR191
ACC0002025,CUST007061,SAVINGS,3116325996,BANK1356,INR,22678.99,20554.81,,2.84,FROZEN,2025-10-04,2025-12-01,True,False,Axis Bank,BR707
ACC0002026,CUST003645,FIXED_DEPOSIT,8233856868,BANK5993,EUR,6064.4,5770.15,,3.63,CLOSED,2019-01-31,2020-04-22,False,False,Axis Bank,BR943
ACC0002027,CUST000156,CREDIT,5374535206,BANK6329,GBP,11157.92,10071.39,21421.08,,ACTIVE,2017-05-13,2018-10-27,False,True,Citibank,BR115
ACC0002028,CUST001393,CREDIT,8646050305,BANK8174,INR,0.0,0.0,0.0,,ACTIVE,2025-06-21,2026-04-07,True,False,Citibank,BR908
ACC0002029,CUST003595,CHECKING,5957526908,BANK3211,USD,4944.83,4210.68,,,ACTIVE,2018-01-11,2020-08-16,True,False,Axis Bank,BR946
ACC0002030,CUST005799,SAVINGS,5244502541,BANK8277,USD,25183.94,24551.36,,4.18,ACTIVE,2020-07-01,2022-05-07,True,False,Chase,BR779
ACC0002031,CUST002091,CHECKING,5892211408,BANK2392,USD,4091.74,3889.63,,,ACTIVE,2023-06-19,2024-04-04,False,False,Wells Fargo,BR336
ACC0002032,CUST006494,CREDIT,3328094033,BANK6116,USD,21247.76,20901.36,40742.79,,CLOSED,2021-12-14,2026-02-02,False,False,Bank of America,BR715
ACC0002033,CUST008998,INVESTMENT,8659817792,BANK7201,USD,23179.74,21788.0,,,ACTIVE,2021-09-21,2024-02-11,False,True,Wells Fargo,BR292
ACC0002034,CUST008372,CHECKING,6043889033,BANK7727,USD,0.0,0.0,,,DORMANT,2023-04-02,2023-05-11,True,False,Citibank,BR617
ACC0002035,CUST005746,CREDIT,1768199796,BANK6362,GBP,18084.71,17359.67,57234.25,,ACTIVE,2022-02-13,2025-04-30,False,False,Wells Fargo,BR116
ACC0002036,CUST007265,INVESTMENT,5931612354,BANK5929,USD,25229.29,24184.69,,,ACTIVE,2023-07-04,2024-03-12,False,True,Citibank,BR951
ACC0002037,CUST005825,CHECKING,2865363934,BANK4635,EUR,32130.31,29415.84,,,ACTIVE,2023-03-02,2024-08-19,True,False,Wells Fargo,BR833
ACC0002038,CUST006760,SAVINGS,9813172753,BANK1864,EUR,0.0,0.0,,2.21,FROZEN,2022-03-23,2025-04-14,False,True,Bank of America,BR904
ACC0002039,CUST003853,FIXED_DEPOSIT,4586175330,BANK8411,USD,3997.39,3436.58,,2.66,FROZEN,2024-05-12,2024-07-15,True,False,HDFC Bank,BR969
ACC0002040,CUST005961,FIXED_DEPOSIT,7072240326,BANK2159,USD,0.0,0.0,,2.96,FROZEN,2022-06-18,2022-06-20,True,False,Axis Bank,BR235
ACC0002041,CUST005691,INVESTMENT,1685659239,BANK7694,GBP,26154.18,24132.67,,,FROZEN,2018-02-04,2021-12-30,True,True,Chase,BR707
ACC0002042,CUST001412,CREDIT,6458761314,BANK9434,INR,37548.88,33383.53,137675.03,,FROZEN,2024-11-18,2025-02-18,True,True,Citibank,BR624
ACC0002043,CUST007500,CREDIT,3749586622,BANK8508,EUR,0.0,0.0,0.0,,ACTIVE,2023-07-09,2025-12-23,True,False,Wells Fargo,BR606
ACC0002044,CUST004185,CHECKING,2840320798,BANK1492,USD,7872.13,6699.01,,,ACTIVE,2024-12-12,2025-03-31,False,True,HDFC Bank,BR308
ACC0002045,CUST006587,CREDIT,8320549087,BANK6707,GBP,30119.59,27642.51,99908.13,,CLOSED,2025-03-16,2025-12-13,False,False,ICICI Bank,BR842
ACC0002046,CUST001145,SAVINGS,1116502796,BANK7792,USD,12496.64,12320.19,,4.28,ACTIVE,2018-10-20,2022-11-22,True,True,ICICI Bank,BR572
ACC0002047,CUST006597,CHECKING,6091333651,BANK1931,EUR,0.0,0.0,,,DORMANT,2024-09-06,2026-02-03,False,True,Bank of America,BR683
ACC0002048,CUST004718,CHECKING,9060504897,BANK4522,USD,34299.36,30147.79,,,ACTIVE,2017-09-11,2020-12-12,True,True,Citibank,BR302
ACC0002049,CUST000707,FIXED_DEPOSIT,1500298963,BANK9230,USD,22212.55,19675.73,,4.21,FROZEN,2014-05-21,2015-04-16,False,False,ICICI Bank,BR530
ACC0002050,CUST001675,FIXED_DEPOSIT,6692751999,BANK4053,GBP,42931.27,36942.0,,3.04,DORMANT,2023-01-25,2023-02-04,True,True,Chase,BR715
ACC0002051,CUST005327,FIXED_DEPOSIT,4066648187,BANK2697,USD,0.0,0.0,,0.67,ACTIVE,2019-09-10,2023-09-10,True,False,HDFC Bank,BR759
ACC0002052,CUST008389,INVESTMENT,1127171770,BANK9678,USD,40613.81,36541.65,,,ACTIVE,2024-12-08,2026-02-24,False,False,Bank of America,BR979
ACC0002053,CUST003906,INVESTMENT,8152949074,BANK1159,USD,0.0,0.0,,,FROZEN,2021-06-17,2025-01-06,False,False,Wells Fargo,BR670
ACC0002054,CUST008924,CREDIT,7836461744,BANK8956,USD,12676.19,12415.76,44438.66,,CLOSED,2025-04-05,2026-01-01,False,False,Wells Fargo,BR440
ACC0002055,CUST002644,SAVINGS,7534943688,BANK3260,USD,27408.35,25040.68,,3.61,ACTIVE,2022-04-12,2024-09-19,False,False,Axis Bank,BR699
ACC0002056,CUST006233,CHECKING,6249676589,BANK6122,INR,0.0,0.0,,,ACTIVE,2023-12-03,2024-11-28,False,False,Citibank,BR309
ACC0002057,CUST007904,INVESTMENT,5428022891,BANK6811,USD,39476.57,38504.63,,,FROZEN,2024-04-08,2025-02-27,True,False,Wells Fargo,BR382
ACC0002058,CUST009832,CHECKING,4518775260,BANK9273,GBP,2762.98,2595.07,,,ACTIVE,2021-12-11,2022-03-08,True,False,ICICI Bank,BR160
ACC0002059,CUST009827,CHECKING,2153730047,BANK4163,EUR,0.0,0.0,,,ACTIVE,2025-07-11,2026-03-01,False,False,Citibank,BR786
ACC0002060,CUST001390,CREDIT,9477423060,BANK4183,USD,0.0,0.0,0.0,,ACTIVE,2025-03-11,2025-05-07,False,False,Axis Bank,BR804
ACC0002061,CUST001072,CHECKING,3772839686,BANK7963,INR,0.0,0.0,,,ACTIVE,2022-08-14,2024-12-17,True,True,Citibank,BR298
ACC0002062,CUST001260,SAVINGS,9089715837,BANK5764,INR,22925.23,22274.47,,0.73,ACTIVE,2016-02-19,2017-11-02,False,True,Wells Fargo,BR351
ACC0002063,CUST008579,CHECKING,7224382521,BANK2944,EUR,0.0,0.0,,,ACTIVE,2022-06-03,2024-09-26,True,False,ICICI Bank,BR998
ACC0002064,CUST005970,FIXED_DEPOSIT,5837027094,BANK8426,USD,0.0,0.0,,2.38,ACTIVE,2018-02-27,2023-12-20,True,False,Wells Fargo,BR708
ACC0002065,CUST000775,SAVINGS,2970140554,BANK8683,INR,4533.08,4345.97,,2.41,ACTIVE,2020-10-07,2022-01-04,False,True,ICICI Bank,BR653
ACC0002066,CUST009012,FIXED_DEPOSIT,3115706871,BANK2100,USD,41500.96,41070.61,,2.23,ACTIVE,2024-04-21,2025-05-09,False,True,ICICI Bank,BR770
ACC0002067,CUST003521,CREDIT,6691513086,BANK6140,USD,20163.61,19002.27,30687.46,,ACTIVE,2024-04-02,2025-05-30,True,False,ICICI Bank,BR486
ACC0002068,CUST009329,CHECKING,6242399758,BANK5602,USD,69280.3,62906.29,,,ACTIVE,2023-01-05,2023-04-20,True,False,Wells Fargo,BR582
ACC0002069,CUST000932,SAVINGS,1357281985,BANK2058,USD,9043.24,8256.11,,0.91,ACTIVE,2021-12-15,2023-06-15,False,False,Axis Bank,BR562
ACC0002070,CUST009296,CHECKING,7217704300,BANK9739,INR,28239.11,27230.38,,,ACTIVE,2016-01-04,2025-07-21,False,True,Wells Fargo,BR375
ACC0002071,CUST006224,SAVINGS,9808901771,BANK1644,EUR,1330.7,1162.53,,2.49,DORMANT,2025-08-20,2026-01-31,True,False,Axis Bank,BR680
ACC0002072,CUST008931,CREDIT,8486285589,BANK8881,USD,13582.31,11674.2,48157.41,,ACTIVE,2025-06-08,2025-12-15,True,True,Axis Bank,BR548
ACC0002073,CUST003960,CREDIT,5093034726,BANK2826,EUR,18102.55,16640.53,50673.18,,ACTIVE,2021-08-30,2022-06-09,True,False,Chase,BR815
ACC0002074,CUST002533,INVESTMENT,3258457337,BANK7563,USD,14831.19,14214.21,,,ACTIVE,2025-09-14,2025-12-24,False,True,Chase,BR347
ACC0002075,CUST004836,CHECKING,6222119261,BANK2648,GBP,11511.0,10913.16,,,CLOSED,2019-12-04,2020-06-05,True,False,Wells Fargo,BR669
ACC0002076,CUST000335,FIXED_DEPOSIT,3145024329,BANK2454,GBP,562.23,499.94,,3.25,ACTIVE,2024-08-09,2025-10-11,False,False,Citibank,BR334
ACC0002077,CUST005500,INVESTMENT,3599948268,BANK2795,USD,31947.08,31515.52,,,ACTIVE,2016-10-01,2022-11-23,True,False,HDFC Bank,BR131
ACC0002078,CUST006313,SAVINGS,2655587464,BANK3694,USD,1056.16,929.66,,4.37,ACTIVE,2023-01-04,2025-06-21,True,True,HDFC Bank,BR405
ACC0002079,CUST005299,INVESTMENT,1268903058,BANK7816,USD,50531.41,46375.72,,,DORMANT,2024-01-02,2024-07-29,True,False,Bank of America,BR759
ACC0002080,CUST007519,CREDIT,8697405586,BANK9673,GBP,18055.7,17855.23,68330.7,,FROZEN,2024-09-25,2026-04-23,False,False,Bank of America,BR709
ACC0002081,CUST009647,SAVINGS,9851326131,BANK3792,GBP,38264.65,35468.54,,2.5,CLOSED,2020-09-13,2023-05-23,False,False,Citibank,BR949
ACC0002082,CUST009605,CREDIT,9806938679,BANK4957,USD,47365.16,44128.73,117951.15,,ACTIVE,2025-07-27,2026-03-02,True,False,Citibank,BR802
ACC0002083,CUST004775,CREDIT,1015575360,BANK3543,EUR,21618.67,18678.61,67362.17,,DORMANT,2019-05-07,2025-04-19,True,False,Axis Bank,BR743
ACC0002084,CUST004569,FIXED_DEPOSIT,8532579618,BANK2362,USD,0.0,0.0,,3.92,ACTIVE,2015-01-26,2019-07-23,False,False,HDFC Bank,BR429
ACC0002085,CUST002097,INVESTMENT,6609478380,BANK4771,USD,19846.27,17972.32,,,ACTIVE,2024-12-23,2025-04-25,True,True,Axis Bank,BR773
ACC0002086,CUST006273,CREDIT,6934400127,BANK5789,USD,2282.43,2064.56,4280.4,,ACTIVE,2024-03-12,2025-06-07,True,True,HDFC Bank,BR102
ACC0002087,CUST006211,INVESTMENT,4570464794,BANK3287,EUR,38734.8,37423.46,,,ACTIVE,2025-05-02,2025-08-21,False,False,Citibank,BR814
ACC0002088,CUST004970,CREDIT,3343360547,BANK4815,USD,24342.41,23317.94,53405.04,,ACTIVE,2012-12-04,2026-04-22,False,False,Wells Fargo,BR850
ACC0002089,CUST004658,CHECKING,9025241936,BANK9605,EUR,5454.75,5394.74,,,ACTIVE,2025-01-27,2025-05-18,False,False,Citibank,BR348
ACC0002090,CUST000453,SAVINGS,4708400991,BANK9460,INR,0.0,0.0,,4.07,CLOSED,2018-09-17,2025-07-24,True,False,Bank of America,BR398
ACC0002091,CUST008888,SAVINGS,6487433419,BANK4250,USD,27901.86,26785.22,,4.11,ACTIVE,2025-09-30,2025-12-01,False,False,Axis Bank,BR833
ACC0002092,CUST008278,CREDIT,4125028408,BANK9723,EUR,0.0,0.0,0.0,,ACTIVE,2017-08-21,2020-06-02,False,False,HDFC Bank,BR382
ACC0002093,CUST002495,SAVINGS,5647726807,BANK5919,USD,0.0,0.0,,3.31,ACTIVE,2020-11-14,2023-02-05,True,False,Axis Bank,BR392
ACC0002094,CUST009691,INVESTMENT,7615851922,BANK2477,EUR,41236.47,40589.25,,,ACTIVE,2019-01-27,2019-03-31,False,False,Citibank,BR322
ACC0002095,CUST002528,CREDIT,3705685892,BANK1535,INR,14618.02,12689.4,43516.95,,ACTIVE,2022-03-29,2023-10-22,True,False,ICICI Bank,BR990
ACC0002096,CUST008371,FIXED_DEPOSIT,7591395116,BANK8934,USD,12059.47,10698.51,,4.28,ACTIVE,2021-05-03,2024-11-04,False,False,HDFC Bank,BR564
ACC0002097,CUST002936,FIXED_DEPOSIT,2093717046,BANK9642,EUR,35185.08,33367.38,,1.21,ACTIVE,2025-09-22,2026-02-02,False,False,Citibank,BR258
ACC0002098,CUST007577,FIXED_DEPOSIT,4516991686,BANK1568,USD,1367.33,1288.18,,3.72,ACTIVE,2024-11-13,2025-06-19,True,True,Chase,BR757
ACC0002099,CUST001554,CHECKING,8750872469,BANK1128,USD,2352.62,2118.72,,,ACTIVE,2024-05-06,2025-07-02,False,False,Bank of America,BR268
ACC0002100,CUST000115,FIXED_DEPOSIT,7257880451,BANK3839,USD,9345.23,8019.61,,1.32,ACTIVE,2018-12-15,2019-02-06,True,False,HDFC Bank,BR374
ACC0002101,CUST008214,CHECKING,9059033026,BANK8153,USD,29279.73,27284.71,,,ACTIVE,2024-03-17,2025-12-27,True,False,Chase,BR492
ACC0002102,CUST001102,CREDIT,9210234024,BANK7370,EUR,0.0,0.0,0.0,,ACTIVE,2022-06-17,2024-08-04,False,True,Wells Fargo,BR831
ACC0002103,CUST004410,SAVINGS,2238375053,BANK6515,INR,0.0,0.0,,3.53,ACTIVE,2013-02-22,2019-04-03,False,False,Axis Bank,BR129
ACC0002104,CUST004774,CHECKING,9440248077,BANK2851,USD,13744.22,13559.05,,,CLOSED,2025-09-30,2025-10-04,False,False,ICICI Bank,BR614
ACC0002105,CUST000779,FIXED_DEPOSIT,6613269516,BANK2600,GBP,20967.49,20524.82,,1.48,ACTIVE,2025-02-27,2026-03-24,True,False,Bank of America,BR682
ACC0002106,CUST002933,FIXED_DEPOSIT,4348529134,BANK3966,INR,4259.72,4001.87,,3.2,ACTIVE,2023-01-30,2026-03-09,False,False,Citibank,BR591
ACC0002107,CUST007575,SAVINGS,9003193900,BANK3534,GBP,8314.82,7118.21,,2.58,FROZEN,2025-11-06,2026-04-12,False,False,Axis Bank,BR480
ACC0002108,CUST002675,CHECKING,4678671269,BANK7615,EUR,27266.25,25249.94,,,ACTIVE,2019-10-07,2022-09-03,True,False,Wells Fargo,BR628
ACC0002109,CUST007379,FIXED_DEPOSIT,6298166389,BANK9682,INR,11630.38,11203.28,,3.93,ACTIVE,2019-12-18,2023-11-01,True,True,Bank of America,BR913
ACC0002110,CUST003633,CREDIT,7918289619,BANK6865,EUR,45439.09,41083.58,173033.83,,ACTIVE,2024-08-19,2026-04-22,True,False,Bank of America,BR779
ACC0002111,CUST006525,CREDIT,4417253072,BANK4226,GBP,45370.07,44433.09,74537.31,,ACTIVE,2018-10-27,2025-04-22,False,True,ICICI Bank,BR977
ACC0002112,CUST005728,FIXED_DEPOSIT,1271386673,BANK7904,USD,2086.88,1818.53,,2.48,FROZEN,2022-06-07,2023-07-30,True,False,Citibank,BR355
ACC0002113,CUST007696,SAVINGS,5448457844,BANK3195,EUR,6316.73,5378.09,,3.72,ACTIVE,2015-05-20,2020-02-21,False,False,Bank of America,BR883
ACC0002114,CUST009383,CHECKING,2473153640,BANK8376,EUR,824.22,774.58,,,ACTIVE,2016-04-16,2017-07-04,True,True,ICICI Bank,BR596
ACC0002115,CUST008507,INVESTMENT,1997535690,BANK3843,USD,26948.33,24051.25,,,ACTIVE,2023-01-13,2023-01-23,False,False,Citibank,BR158
ACC0002116,CUST003650,CHECKING,3972296241,BANK4321,USD,0.0,0.0,,,FROZEN,2011-08-11,2013-07-15,True,True,Bank of America,BR219
ACC0002117,CUST002765,CREDIT,5014885713,BANK2407,EUR,10452.47,10155.22,33406.79,,CLOSED,2021-03-16,2023-06-19,True,False,Axis Bank,BR108
ACC0002118,CUST009081,CHECKING,3705628215,BANK1744,USD,0.0,0.0,,,DORMANT,2011-09-16,2016-11-17,False,False,Bank of America,BR970
ACC0002119,CUST008599,CHECKING,3828674119,BANK4669,EUR,19348.54,16984.34,,,ACTIVE,2024-04-24,2025-06-09,False,False,ICICI Bank,BR102
ACC0002120,CUST006194,INVESTMENT,5062342160,BANK8479,EUR,15060.14,14656.96,,,ACTIVE,2024-11-02,2025-04-14,True,True,Wells Fargo,BR339
